entities,created_at,text,edit_history_tweet_ids,public_metrics,id
"{'mentions': [{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}]}",2019-05-01T12:32:46.000Z,@realDonaldTrump You will be impeached.,['1123565927667249152'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'impression_count': 0}",1123565927667249152
"{'annotations': [{'start': 42, 'end': 47, 'probability': 0.5141, 'type': 'Other', 'normalized_text': 'graham'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'dcexaminer', 'id': '18956073'}, {'start': 12, 'end': 28, 'username': 'LindseyGrahamSC', 'id': '432895323'}, {'start': 29, 'end': 41, 'username': 'maziehirono', 'id': '92186819'}]}",2019-05-01T22:50:32.000Z,@dcexaminer @LindseyGrahamSC @maziehirono graham is an orange lipped TRAITOR who also bends over for the orange turd TRAITOR,['1123721393751973888'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123721393751973888
"{'mentions': [{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}]}",2019-05-10T18:44:46.000Z,"@realDonaldTrump PRESIDENT TRUMP, YOU LYING,  CORRUPT, QUISLING, CRETINOUS PIECE OF SHIT-------------RESIGN,RESIGN,RESIGN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",['1126921035327033344'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126921035327033344
"{'mentions': [{'start': 3, 'end': 16, 'username': 'LORAFRIMANEE', 'id': '733344153673830400'}], 'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/Pv4wsMqxFM', 'expanded_url': 'https://twitter.com/ITSTHECHAD2/status/1123639428298301442', 'display_url': 'twitter.com/ITSTHECHAD2/st…'}]}",2019-05-01T23:00:08.000Z,RT @LORAFRIMANEE: bitches with fat asses always doing some corny shit https://t.co/Pv4wsMqxFM,['1123723809658478593'],"{'retweet_count': 117, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123723809658478593
"{'mentions': [{'start': 0, 'end': 7, 'username': 'zufats', 'id': '299222505'}, {'start': 8, 'end': 21, 'username': 'Trevdaddy69_', 'id': '505959851'}]}",2019-05-02T05:23:46.000Z,@ZuFats @Trevdaddy69_ TEST ME AGAIN MOTHER FUCKER. KEEP DUCKS OUT YA HORNY MOUTH.,['1123820354143707136'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1123820354143707136
"{'annotations': [{'start': 22, 'end': 25, 'probability': 0.6431, 'type': 'Other', 'normalized_text': 'Beth'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'ElleGenerico', 'id': '1600218031'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/R0b1z9wEbB', 'expanded_url': 'https://twitter.com/ElleGenerico/status/1129879055296188417/photo/1', 'display_url': 'pic.twitter.com/R0b1z9wEbB', 'media_key': '3_1129879050900500480'}]}",2019-05-19T07:20:56.000Z,RT @ElleGenerico: lol Beth is definitely sick of her shit as much as we are https://t.co/R0b1z9wEbB,['1130010433824464896'],"{'retweet_count': 52, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130010433824464896
"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/3tjDuO5Rds', 'expanded_url': 'https://twitter.com/lustpositions/status/1130191396168642560', 'display_url': 'twitter.com/lustpositions/…'}]}",2019-05-20T04:51:38.000Z,RT @gabbi_mello: You dirty lying liar 😂😂 https://t.co/3tjDuO5Rds,['1130335249110409216'],"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130335249110409216
"{'annotations': [{'start': 24, 'end': 30, 'probability': 0.7345, 'type': 'Person', 'normalized_text': 'Tiffany'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'WORLDSTAR', 'id': '11912362'}, {'start': 11, 'end': 19, 'username': 'thegame', 'id': '28895421'}]}",2019-05-02T00:35:25.000Z,"@WORLDSTAR @thegame And Tiffany was everything to Game , and his old ass cheated!!!! Bye boy lol ✌🏽✌🏽✌🏽",['1123747788511117313'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",1123747788511117313
"{'annotations': [{'start': 103, 'end': 106, 'probability': 0.7065, 'type': 'Organization', 'normalized_text': 'SABC'}, {'start': 118, 'end': 128, 'probability': 0.9271, 'type': 'Person', 'normalized_text': 'Iqbal Surve'}, {'start': 132, 'end': 134, 'probability': 0.3813, 'type': 'Organization', 'normalized_text': 'ANC'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'helenzille', 'id': '20521828'}]}",2019-05-10T11:41:08.000Z,RT @helenzille: A complete embarrassment to journalism.  She has been a disgrace since her days on the SABC.  She was Iqbal Surve's ANC-han…,['1126814424499728384'],"{'retweet_count': 264, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126814424499728384
"{'annotations': [{'start': 23, 'end': 26, 'probability': 0.5584, 'type': 'Other', 'normalized_text': 'sean'}]}",2019-05-20T01:01:55.000Z,@Stairfax dont do this sean i think youll die if you uphold this dare,['1130277439026933762'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1, 'impression_count': 0}",1130277439026933762
"{'annotations': [{'start': 18, 'end': 28, 'probability': 0.5756, 'type': 'Other', 'normalized_text': 'Pretty Liar'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'deresute_vid', 'id': '1001324868061859840'}], 'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/O7k5y9aKv6', 'expanded_url': 'https://twitter.com/deresute_vid/status/1042534752664924162/video/1', 'display_url': 'pic.twitter.com/O7k5y9aKv6', 'media_key': '7_1042534202929963008'}]}",2019-05-19T08:26:51.000Z,RT @deresute_vid: Pretty Liar https://t.co/O7k5y9aKv6,['1130027022309191680'],"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130027022309191680
"{'mentions': [{'start': 0, 'end': 12, 'username': 'Diesmilingg', 'id': '2557268646'}, {'start': 22, 'end': 32, 'username': 'koyakeyan', 'id': '918256980'}]}",2019-05-01T15:30:07.000Z,@Diesmilingg Fuck you @koyakeyan,['1123610559285317638'],"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123610559285317638
"{'mentions': [{'start': 3, 'end': 11, 'username': 'CBSNews', 'id': '15012486'}], 'annotations': [{'start': 14, 'end': 18, 'probability': 0.9653, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 41, 'end': 46, 'probability': 0.8509, 'type': 'Person', 'normalized_text': 'Graham'}, {'start': 62, 'end': 64, 'probability': 0.8636, 'type': 'Organization', 'normalized_text': 'FBI'}, {'start': 72, 'end': 83, 'probability': 0.9388, 'type': 'Person', 'normalized_text': 'Peter Strzok'}, {'start': 99, 'end': 102, 'probability': 0.8677, 'type': 'Person', 'normalized_text': 'Barr'}]}",2019-05-01T14:25:22.000Z,"RT @CBSNews: ""Trump is a f**king idiot,"" Graham quotes former FBI agent Peter Strzok's text during Barr hearing. Then, he says, ""Sorry to t…",['1123594264397713408'],"{'retweet_count': 835, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123594264397713408
"{'mentions': [{'start': 3, 'end': 14, 'username': 'causticbob', 'id': '20944649'}], 'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/Ngn0FYDxqw', 'expanded_url': 'https://twitter.com/causticbob/status/1123537880452825088/photo/1', 'display_url': 'pic.twitter.com/Ngn0FYDxqw', 'media_key': '3_1123537871133138949'}]}",2019-05-01T11:52:00.000Z,RT @causticbob: are you a racist? https://t.co/Ngn0FYDxqw,['1123555668416286720'],"{'retweet_count': 67, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123555668416286720
"{'mentions': [{'start': 0, 'end': 10, 'username': 'NRLonNine', 'id': '74294087'}, {'start': 11, 'end': 16, 'username': 'wwos', 'id': '106878278'}, {'start': 17, 'end': 26, 'username': 'Channel9', 'id': '248568377'}], 'annotations': [{'start': 30, 'end': 37, 'probability': 0.8279, 'type': 'Person', 'normalized_text': 'cronulla'}, {'start': 108, 'end': 112, 'probability': 0.5237, 'type': 'Person', 'normalized_text': 'dugan'}]}",2019-05-19T07:59:58.000Z,"@NRLonNine @wwos @Channel9 If cronulla played like that the whole game, they might of won but with dickhead dugan fumbling and the comedy act, bloody lost, hopeless",['1130020256875810816'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130020256875810816
"{'mentions': [{'start': 3, 'end': 16, 'username': 'songadaymann', 'id': '8632762'}, {'start': 55, 'end': 71, 'username': 'LindseyGrahamSC', 'id': '432895323'}], 'annotations': [{'start': 91, 'end': 95, 'probability': 0.8111, 'type': 'Person', 'normalized_text': 'trump'}]}",2019-05-01T22:26:00.000Z,"RT @songadaymann: this is a song comprised entirely of @LindseyGrahamSC saying the words, ""trump is a fucking idiot"".

Thanks for the h/t @…",['1123715219748990978'],"{'retweet_count': 4013, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123715219748990978
"{'mentions': [{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}]}",2019-05-01T13:54:22.000Z,@realDonaldTrump Yup. Give it a rest you nut jobs. How much more are they going to waste on it? People funding these crooks are fool's.,['1123586463000514560'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123586463000514560
"{'mentions': [{'start': 0, 'end': 7, 'username': 'funder', 'id': '14247236'}, {'start': 21, 'end': 37, 'username': 'LindseyGrahamSC', 'id': '432895323'}], 'annotations': [{'start': 42, 'end': 46, 'probability': 0.6267, 'type': 'Person', 'normalized_text': 'trump'}]}",2019-05-01T17:39:39.000Z,@funder Keep smiling @LindseyGrahamSC you trump puppet.,['1123643157420417026'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123643157420417026
